fecha,producto_id,cantidad,total_venta
2024-08-12,P051,4.0,448.0
2024-10-15,P015,11.0,4211.88
2024-07-15,P084,7.0,265.36
2024-11-10,P049,8.0,1297.13
2024-04-22,P021,1.0,347.92
2024-10-09,P097,6.0,873.42
2024-12-11,P037,17.0,587.69
2024-01-19,P001,18.0,3386.05
,P098,4.0,1093.24
,P013,1.0,444.73
,P083,7.0,422.83
2024-07-29,P084,2.0,456.83
2024-03-04,P049,16.0,5508.16
2024-04-25,P045,,442.0
2024-09-20,P008,,1052.32
2024-10-23,P011,3.0,336.13
2024-12-28,P074,5.0,
2024-01-18,P006,16.0,
2024-04-05,P045,17.0,6047.24
2024-07-02,P095,5.0,979.61
2024-04-04,P063,10.0,4014.47
2024-01-28,P031,11.0,4766.24
2024-12-23,P014,15.0,6473.35
2024-12-24,P003,13.0,5692.1
2024-12-27,P024,9.0,2630.9
2024-02-14,P038,10.0,2348.58
2024-03-16,P082,2.0,943.14
2024-03-12,P090,16.0,3828.62
2024-07-16,P038,19.0,373.51
2024-08-28,P017,11.0,2032.09
2024-05-30,P065,4.0,813.23
2024-10-22,P014,17.0,6821.5
2024-05-28,P043,4.0,1516.35
2024-07-12,P011,18.0,4809.23
2024-02-26,P008,19.0,385.93
2024-11-11,P065,16.0,1345.9
2024-07-11,P037,3.0,1083.26
2024-08-14,P050,20.0,3770.96
2024-11-17,P051,18.0,3758.14
2024-09-09,P067,14.0,5705.51
2024-08-26,P075,13.0,6360.44
2024-10-31,P075,3.0,803.93
2024-06-17,P044,17.0,6942.6
2024-06-27,P061,16.0,1550.16
2024-03-05,P012,17.0,3473.01
2024-11-04,P013,17.0,5189.92
2024-12-10,P050,14.0,3206.16
2024-11-19,P024,12.0,3554.28
2024-11-14,P046,20.0,3507.43
2024-07-08,P093,6.0,1891.93
2024-12-29,P038,17.0,6723.66
2024-08-25,P016,12.0,3442.78
2024-05-06,P079,16.0,2572.45
2024-12-24,P081,16.0,1182.49
2024-06-10,P080,4.0,1222.82
2024-10-20,P056,18.0,6288.11
2024-10-08,P033,5.0,269.47
2024-05-28,P008,10.0,2661.22
2024-12-19,P061,12.0,1663.58
2024-12-09,P070,5.0,734.26
2024-08-14,P073,14.0,6843.69
2024-04-20,P013,6.0,321.17
2024-09-27,P021,8.0,3258.45
2024-12-25,P042,19.0,545.5
2024-01-31,P026,9.0,946.26
2024-07-07,P047,14.0,6659.54
2024-02-14,P008,3.0,1180.75
2024-12-15,P065,7.0,513.32
2024-10-09,P096,18.0,6878.59
2024-08-05,P068,14.0,4320.09
2024-11-27,P064,19.0,2671.78
2024-09-15,P024,18.0,3947.29
2024-11-04,P054,7.0,2723.03
2024-06-01,P062,17.0,1945.01
2024-10-10,P086,20.0,1096.51
2024-07-14,P091,16.0,4615.0
2024-02-20,P069,13.0,5004.04
2024-02-08,P008,18.0,2777.39
2024-09-29,P092,18.0,1496.43
2024-05-05,P063,20.0,2141.91
2024-09-30,P054,6.0,1121.32
2024-01-03,P052,2.0,281.7
2024-10-07,P054,17.0,5993.33
2024-03-01,P057,5.0,1212.13
2024-06-22,P068,12.0,2018.97
2024-03-16,P035,18.0,6197.45
2024-04-23,P058,13.0,4930.73
2024-07-24,P039,3.0,116.75
2024-03-29,P037,8.0,1366.24
2024-12-16,P052,17.0,7960.89
2024-05-20,P004,17.0,4952.12
2024-11-28,P052,7.0,1206.87
2024-11-26,P050,13.0,1671.45
2024-06-16,P091,1.0,252.35
2024-11-06,P049,11.0,1258.98
2024-01-22,P075,19.0,1523.21
2024-03-18,P057,15.0,7240.29
2024-11-07,P024,13.0,3741.35
2024-07-10,P008,10.0,958.29
2024-10-08,P059,19.0,7429.29
2024-07-01,P016,10.0,2827.46
2024-12-12,P092,11.0,3662.37
2024-05-23,P066,19.0,993.67
2024-11-05,P046,15.0,2399.26
2024-02-13,P081,8.0,1880.34
2024-08-10,P047,2.0,645.5
2024-02-14,P036,10.0,3318.64
2024-02-05,P021,19.0,2290.19
2024-08-24,P082,1.0,275.82
2024-05-03,P082,13.0,1937.83
2024-09-07,P032,5.0,1394.51
2024-09-23,P018,5.0,845.41
2024-01-11,P029,9.0,2513.05
2024-02-19,P069,9.0,2165.58
2024-10-23,P100,10.0,3786.52
2024-02-07,P096,18.0,7232.61
2024-03-01,P029,12.0,4060.56
2024-02-15,P067,4.0,673.52
2024-11-14,P055,13.0,4003.09
2024-03-04,P068,8.0,1764.63
2024-05-02,P098,6.0,2806.17
2024-10-28,P054,15.0,6750.42
2024-10-15,P097,17.0,3430.09
2024-12-10,P094,12.0,5918.24
2024-10-18,P058,16.0,4600.74
2024-08-13,P010,3.0,399.9
2024-02-19,P005,4.0,1600.06
2024-08-24,P046,18.0,833.92
2024-12-06,P090,1.0,364.34
2024-09-24,P088,10.0,2377.95
2024-07-09,P062,11.0,1805.11
2024-05-12,P080,14.0,4693.31
2024-12-10,P029,6.0,1529.78
2024-11-02,P069,9.0,664.57
2024-12-01,P069,7.0,3351.82
2024-01-16,P004,14.0,921.56
2024-06-03,P090,16.0,213.93
2024-11-20,P014,6.0,2640.33
2024-12-13,P022,12.0,5972.77
2024-01-07,P029,15.0,5323.86
2024-10-18,P004,17.0,3486.08
2024-06-07,P074,6.0,808.19
2024-07-08,P059,17.0,5355.49
2024-01-07,P046,1.0,313.17
2024-04-27,P087,20.0,6948.1
2024-06-06,P065,17.0,2093.26
2024-04-27,P070,6.0,2809.92
2024-05-21,P080,14.0,1856.56
2024-10-20,P078,7.0,1926.31
2024-10-11,P007,3.0,529.2
2024-07-13,P013,16.0,2209.29
2024-03-20,P024,3.0,68.96
2024-02-19,P036,4.0,433.16
2024-09-21,P037,12.0,460.58
2024-11-27,P008,17.0,3725.66
2024-05-12,P081,8.0,2007.5
2024-02-18,P026,3.0,1195.1
2024-05-22,P016,4.0,411.14
2024-05-15,P049,10.0,534.15
2024-04-29,P044,19.0,5006.4
2024-05-09,P004,18.0,2216.58
2024-08-17,P021,11.0,3920.06
2024-02-10,P058,17.0,5772.79
2024-08-24,P046,14.0,660.51
2024-07-13,P037,4.0,148.36
2024-10-25,P100,3.0,389.48
2024-03-02,P091,1.0,386.21
2024-10-31,P071,16.0,7238.47
2024-09-05,P044,15.0,2988.94
2024-11-10,P084,11.0,2993.66
2024-02-14,P073,16.0,5933.52
2024-03-02,P044,3.0,668.7
2024-12-27,P034,2.0,333.92
2024-12-06,P043,12.0,1829.52
2024-01-11,P063,1.0,475.12
2024-03-09,P091,15.0,4359.78
2024-11-14,P090,15.0,680.1
2024-07-19,P079,12.0,3696.03
2024-04-22,P031,7.0,2905.05
2024-06-16,P094,9.0,851.7
2024-10-13,P100,16.0,3474.94
2024-09-07,P076,9.0,3288.36
2024-12-19,P062,9.0,3220.35
2024-02-03,P085,18.0,7143.18
2024-05-29,P027,5.0,1907.79
2024-07-20,P083,14.0,1480.66
2024-09-27,P047,20.0,3900.98
2024-02-02,P085,1.0,200.55
2024-02-29,P011,6.0,1932.2
2024-07-08,P037,12.0,2994.68
2024-04-07,P091,19.0,8505.61
2024-01-22,P017,14.0,2376.41
2024-04-29,P052,9.0,1794.53
2024-05-02,P009,1.0,421.97
2024-12-21,P021,15.0,4075.09
2024-07-19,P019,15.0,5015.62
2024-01-17,P008,14.0,1842.3
2024-09-15,P029,8.0,2935.83
2024-02-10,P029,1.0,71.8
2024-06-28,P073,5.0,1747.46
2024-10-03,P060,4.0,468.0
2024-10-18,P030,5.0,1253.59
2024-12-29,P065,16.0,374.39
2024-08-01,P093,3.0,689.3
2024-01-18,P088,13.0,3934.67
2024-01-15,P037,4.0,1337.95
2024-12-21,P052,6.0,1653.38
2024-03-27,P067,14.0,1389.38
2024-12-22,P005,3.0,1130.7
2024-02-27,P063,1.0,340.77
2024-09-15,P030,1.0,333.69
2024-01-15,P088,9.0,3283.15
2024-02-05,P061,11.0,4690.98
2024-02-09,P015,16.0,2232.47
2024-07-26,P008,18.0,6073.22
2024-01-05,P095,20.0,4867.82
2024-07-30,P038,12.0,402.35
2024-11-17,P040,14.0,1736.76
2024-05-14,P038,16.0,3853.39
2024-03-28,P010,9.0,1372.3
2024-04-14,P024,16.0,1876.73
2024-08-16,P031,9.0,201.73
2024-09-22,P098,16.0,5505.48
2024-04-16,P005,15.0,1561.97
2024-11-25,P086,14.0,6202.98
2024-05-08,P075,16.0,6119.42
2024-08-03,P038,3.0,440.59
2024-11-04,P092,15.0,5428.3
2024-11-27,P050,9.0,2809.29
2024-04-03,P084,16.0,1203.35
2024-08-19,P054,15.0,4181.73
2024-03-31,P096,1.0,414.92
2024-04-06,P015,14.0,6292.68
2024-07-22,P021,13.0,5981.05
2024-11-17,P083,12.0,5793.55
2024-06-21,P030,19.0,3565.84
2024-03-04,P090,11.0,1137.45
2024-08-31,P022,3.0,913.97
2024-10-13,P030,7.0,318.14
2024-04-20,P029,8.0,3007.6
2024-11-04,P014,11.0,934.34
2024-07-10,P100,15.0,2075.19
2024-03-29,P084,18.0,2155.32
2024-03-07,P055,11.0,3253.32
2024-09-21,P057,5.0,1744.16
2024-05-26,P020,4.0,1597.47
2024-11-09,P100,7.0,1844.4
2024-11-04,P075,13.0,4024.0
2024-11-12,P027,3.0,1408.16
2024-08-23,P072,1.0,499.24
2024-09-03,P009,3.0,813.74
2024-10-07,P040,17.0,4669.42
2024-07-21,P006,11.0,704.33
2024-09-28,P062,10.0,4725.94
2024-10-13,P015,4.0,1433.67
2024-09-19,P014,5.0,332.47
2024-05-12,P033,13.0,1172.08
2024-07-22,P059,20.0,2309.47
2024-11-03,P097,15.0,3996.16
2024-06-08,P067,2.0,491.71
2024-10-14,P081,12.0,3073.28
2024-02-15,P008,6.0,579.39
2024-06-24,P034,13.0,5656.24
2024-07-14,P080,15.0,2432.3
2024-10-16,P069,6.0,508.37
2024-05-03,P044,10.0,2510.19
2024-02-26,P021,14.0,5314.79
2024-05-04,P080,7.0,353.5
2024-02-12,P087,6.0,491.93
2024-10-09,P010,2.0,404.4
2024-10-15,P064,16.0,3777.66
2024-07-11,P029,17.0,190.39
2024-12-23,P062,13.0,6242.4
2024-05-22,P026,18.0,3450.31
2024-04-18,P046,5.0,2416.34
2024-05-12,P055,15.0,1260.4
2024-05-10,P055,18.0,5117.31
2024-06-29,P045,5.0,1259.32
2024-09-29,P059,20.0,3128.06
2024-12-14,P022,12.0,5816.5
2024-03-21,P022,17.0,611.43
2024-08-09,P055,9.0,4401.87
2024-05-03,P010,12.0,4050.39
2024-05-06,P034,5.0,2134.14
2024-10-24,P008,11.0,1515.92
2024-06-17,P008,19.0,848.15
2024-11-21,P006,1.0,336.77
2024-09-21,P029,4.0,1807.95
2024-10-02,P098,10.0,4258.93
2024-07-17,P059,12.0,4007.49
2024-11-08,P094,9.0,4287.52
2024-02-08,P059,9.0,428.59
2024-09-25,P002,14.0,5494.41
2024-02-04,P059,14.0,4681.57
2024-01-30,P063,1.0,329.83
2024-12-23,P046,5.0,2173.67
2024-08-07,P018,2.0,86.09
2024-02-08,P030,14.0,6468.97
2024-04-19,P006,11.0,3986.26
2024-10-21,P004,5.0,705.18
2024-12-30,P082,7.0,2955.8
2024-05-15,P062,17.0,2401.49
2024-01-26,P078,13.0,5558.83
2024-08-04,P067,12.0,1843.3
2024-06-05,P062,12.0,5708.52
2024-06-18,P019,13.0,1963.95
2024-01-14,P098,8.0,3037.61
2024-05-05,P018,14.0,193.61
2024-02-27,P074,11.0,882.46
2024-03-28,P057,12.0,5609.16
2024-09-22,P038,4.0,1272.57
2024-01-21,P025,17.0,1425.32
2024-04-29,P096,7.0,682.1
2024-01-08,P019,7.0,1947.93
2024-04-29,P003,15.0,3231.45
2024-03-01,P097,7.0,303.18
2024-11-15,P078,12.0,5848.85
2024-11-10,P083,10.0,3642.05
2024-04-11,P025,7.0,1926.42
2024-01-12,P061,9.0,1722.21
2024-04-20,P040,12.0,5679.55
2024-07-31,P069,7.0,1782.34
2024-03-02,P042,15.0,6586.7
2024-07-08,P045,15.0,5401.55
2024-06-28,P057,13.0,3540.26
2024-10-23,P078,4.0,1684.1
2024-03-02,P002,8.0,274.27
2024-11-29,P066,7.0,1642.06
2024-01-12,P027,17.0,2892.11
2024-06-13,P043,4.0,611.17
2024-10-07,P079,2.0,778.72
2024-07-08,P100,8.0,3627.62
2024-11-28,P061,11.0,5186.3
2024-12-27,P077,1.0,393.16
2024-07-28,P032,14.0,1472.85
2024-08-12,P020,13.0,3692.8
2024-09-17,P011,6.0,984.91
2024-09-09,P097,15.0,6141.57
2024-07-07,P080,3.0,614.27
2024-10-18,P066,13.0,2120.04
2024-01-22,P014,4.0,957.19
2024-09-23,P060,5.0,531.32
2024-04-25,P020,15.0,3356.49
2024-12-15,P020,5.0,1228.05
2024-07-22,P042,2.0,785.98
2024-05-07,P014,17.0,2637.01
2024-09-09,P060,15.0,2193.97
2024-11-25,P037,8.0,522.21
2024-10-17,P017,7.0,1443.8
2024-02-18,P067,17.0,5312.78
2024-08-26,P015,13.0,2356.25
2024-12-10,P070,14.0,417.42
2024-07-28,P078,10.0,1983.96
2024-01-17,P007,8.0,1109.98
2024-06-02,P051,3.0,1042.66
2024-09-11,P092,9.0,304.05
2024-04-27,P029,7.0,2649.24
2024-02-24,P033,13.0,2901.57
2024-06-03,P047,5.0,87.65
2024-09-04,P060,8.0,1499.86
2024-05-15,P075,18.0,6532.39
2024-02-20,P093,6.0,215.6
2024-02-07,P013,20.0,6792.81
2024-02-24,P003,8.0,3943.79
2024-04-12,P041,8.0,2588.98
2024-09-09,P099,5.0,1375.95
2024-12-10,P032,9.0,4237.31
2024-05-10,P003,9.0,3265.56
2024-08-15,P091,7.0,1973.55
2024-11-08,P033,8.0,3690.45
2024-03-02,P042,8.0,458.59
2024-03-17,P014,15.0,1329.92
2024-09-23,P099,11.0,2263.49
2024-04-02,P085,13.0,6493.48
2024-12-02,P076,3.0,1065.22
2024-01-23,P095,2.0,386.8
2024-08-24,P002,17.0,604.54
2024-04-07,P050,12.0,5882.8
2024-12-13,P029,13.0,848.83
2024-11-16,P100,19.0,4977.25
2024-07-31,P014,13.0,2249.44
2024-11-06,P050,19.0,7497.85
2024-09-13,P005,6.0,2082.9
2024-05-18,P019,5.0,318.25
2024-01-19,P092,7.0,841.08
2024-02-05,P007,6.0,1607.2
2024-09-07,P036,20.0,4148.8
2024-07-06,P035,4.0,389.34
2024-08-08,P084,4.0,744.05
2024-06-23,P001,20.0,3468.65
2024-09-17,P078,5.0,322.56
2024-10-05,P018,12.0,1416.26
2024-04-12,P009,16.0,1801.27
2024-06-06,P053,5.0,2178.73
2024-05-13,P083,13.0,1161.35
2024-10-22,P093,3.0,983.65
2024-06-02,P016,17.0,3097.11
2024-03-01,P050,9.0,3965.58
2024-07-02,P037,16.0,1485.04
2024-02-16,P014,1.0,280.46
2024-06-03,P066,19.0,8725.54
2024-05-17,P089,8.0,3637.88
2024-04-22,P009,11.0,716.58
2024-03-02,P035,14.0,1126.24
2024-10-07,P033,18.0,5476.03
2024-05-18,P016,20.0,6563.35
2024-11-25,P033,15.0,6012.61
2024-11-19,P063,19.0,4893.04
2024-12-23,P006,8.0,1272.84
2024-08-29,P004,6.0,460.66
2024-04-07,P084,3.0,95.28
2024-09-24,P075,9.0,3221.81
2024-11-27,P019,14.0,2968.74
2024-04-15,P040,15.0,6545.52
2024-05-04,P021,5.0,1130.09
2024-09-18,P056,20.0,6858.59
2024-02-29,P050,7.0,960.54
2024-05-12,P031,1.0,66.48
2024-04-21,P034,9.0,1986.72
2024-11-02,P015,14.0,2813.07
2024-12-11,P069,7.0,2373.41
2024-02-26,P057,9.0,3749.41
2024-03-29,P004,3.0,932.51
2024-06-04,P040,9.0,4343.63
2024-01-14,P063,1.0,345.37
2024-11-02,P010,16.0,2787.21
2024-06-13,P004,8.0,2156.31
2024-02-25,P004,8.0,3127.15
2024-11-25,P042,8.0,3334.44
2024-02-05,P094,7.0,572.41
2024-07-21,P089,9.0,2183.5
2024-11-06,P002,4.0,1585.74
2024-05-09,P086,15.0,5067.11
2024-05-08,P049,9.0,3924.89
2024-09-29,P093,13.0,6239.73
2024-11-22,P005,11.0,5264.57
2024-07-06,P003,9.0,92.23
2024-07-05,P007,9.0,1805.03
2024-10-08,P049,7.0,1939.17
2024-05-15,P077,9.0,2947.72
2024-04-14,P021,7.0,814.16
2024-05-01,P099,15.0,7087.65
2024-05-20,P004,17.0,387.9
2024-09-11,P058,10.0,2798.86
2024-03-09,P072,6.0,867.02
2024-07-21,P013,13.0,5389.57
2024-11-18,P069,16.0,2430.99
2024-07-29,P061,12.0,691.22
2024-05-30,P027,10.0,810.64
2024-08-23,P094,1.0,329.14
2024-12-27,P030,6.0,2819.87
2024-09-20,P074,5.0,1925.49
2024-02-02,P052,14.0,2911.7
2024-03-28,P055,4.0,332.27
2024-08-22,P091,11.0,2701.81
2024-03-15,P035,13.0,1277.9
2024-09-05,P019,14.0,3032.02
2024-07-09,P057,15.0,5041.21
2024-03-12,P060,8.0,3971.17
2024-01-11,P011,11.0,4543.24
2024-06-30,P044,14.0,1854.86
2024-04-02,P039,4.0,1369.02
2024-12-01,P027,20.0,9876.52
2024-10-30,P100,16.0,1317.2
2024-09-19,P051,8.0,1939.49
2024-04-10,P003,17.0,5053.98
2024-07-21,P030,4.0,1997.69
2024-06-23,P082,6.0,2946.02
2024-04-14,P080,6.0,1320.09
2024-03-30,P090,3.0,808.21
2024-06-06,P100,9.0,646.58
2024-11-05,P007,19.0,7097.87
2024-04-07,P030,15.0,1569.83
2024-07-06,P048,5.0,657.73
2024-10-20,P002,13.0,2398.13
2024-02-17,P066,15.0,4155.51
2024-01-25,P014,14.0,386.68
2024-02-14,P077,12.0,264.88
2024-09-05,P062,17.0,2445.37
2024-03-23,P100,6.0,411.09
2024-09-29,P032,2.0,831.34
2024-12-21,P057,20.0,2534.13
2024-11-08,P006,1.0,327.36
2024-07-17,P056,1.0,143.28
2024-02-02,P002,16.0,3410.88
2024-02-13,P026,18.0,3883.42
2024-12-30,P096,18.0,4640.78
2024-10-13,P086,9.0,640.97
2024-07-17,P027,12.0,800.39
2024-03-28,P087,3.0,1353.78
2024-06-30,P015,6.0,1680.04
2024-06-24,P093,20.0,463.66
2024-09-17,P018,19.0,3350.5
2024-09-29,P021,11.0,1668.83
2024-01-15,P049,4.0,1670.57
2024-06-01,P005,9.0,4362.58
2024-05-24,P037,6.0,1171.2
2024-01-16,P016,16.0,7063.49
2024-02-23,P042,10.0,1596.95
2024-03-03,P003,19.0,4390.52
2024-01-09,P003,20.0,6071.19
2024-06-22,P038,13.0,1498.13
2024-08-06,P034,6.0,2104.07
2024-08-10,P099,12.0,2537.6
2024-07-31,P069,7.0,563.26
2024-03-15,P048,13.0,1749.49
2024-12-06,P100,13.0,2829.94
2024-01-21,P070,15.0,3075.86
2024-11-21,P061,11.0,2508.18
2024-02-03,P033,13.0,5498.55
2024-08-27,P041,6.0,1282.81
2024-03-18,P022,8.0,2558.8
2024-01-17,P053,9.0,2991.73
2024-07-21,P036,13.0,866.38
2024-12-16,P065,1.0,125.57
2024-01-06,P001,16.0,1989.96
2024-05-21,P098,11.0,465.43
2024-08-19,P015,4.0,77.51
2024-12-15,P002,17.0,6070.5
2024-07-06,P009,17.0,295.92
2024-08-09,P039,5.0,1143.14
2024-01-18,P086,7.0,1266.23
2024-03-16,P087,1.0,467.66
2024-05-06,P093,19.0,7675.37
2024-01-02,P007,19.0,6730.27
2024-01-18,P011,4.0,242.24
2024-01-01,P017,7.0,2194.15
2024-10-16,P048,2.0,164.52
2024-08-23,P073,3.0,437.52
2024-03-25,P059,8.0,2718.85
2024-10-19,P029,13.0,2873.53
2024-12-28,P009,2.0,712.82
2024-03-18,P035,7.0,2485.76
2024-04-29,P005,15.0,1050.75
2024-11-11,P067,20.0,2892.76
2024-09-25,P037,5.0,324.59
2024-07-16,P057,9.0,3556.02
2024-02-24,P006,12.0,3890.53
2024-06-29,P017,5.0,183.99
2024-12-05,P022,18.0,589.33
2024-05-21,P082,20.0,5379.1
2024-12-30,P084,5.0,1083.3
2024-06-28,P090,18.0,7528.32
2024-01-30,P054,1.0,453.63
2024-11-13,P025,14.0,2799.91
2024-10-31,P075,13.0,4723.8
2024-07-27,P018,3.0,1168.1
2024-04-26,P057,1.0,41.78
2024-12-01,P026,15.0,5094.46
2024-11-13,P017,20.0,3336.62
2024-10-14,P073,6.0,640.71
2024-01-03,P001,20.0,4735.37
2024-09-05,P019,6.0,1906.08
2024-05-10,P076,16.0,5904.66
2024-11-29,P049,10.0,887.37
2024-02-27,P018,19.0,8039.61
2024-02-06,P027,5.0,1387.47
2024-08-12,P042,4.0,1096.45
2024-02-12,P063,18.0,892.46
2024-05-22,P016,13.0,4612.21
2024-05-27,P073,7.0,1289.82
2024-07-29,P069,2.0,455.46
2024-02-29,P015,5.0,2095.81
2024-12-22,P077,13.0,2133.83
2024-03-09,P061,9.0,4202.1
2024-11-09,P085,6.0,2726.81
2024-04-15,P065,12.0,941.14
2024-09-10,P069,3.0,675.84
2024-09-05,P092,7.0,2132.01
2024-01-05,P047,7.0,1060.82
2024-03-31,P073,7.0,1279.22
2024-04-07,P031,1.0,22.06
2024-11-09,P045,14.0,6363.15
2024-01-14,P022,2.0,573.03
2024-02-21,P010,20.0,8676.88
2024-11-26,P047,2.0,145.27
2024-07-07,P035,20.0,7071.54
2024-02-11,P064,15.0,6363.79
2024-08-06,P047,19.0,5873.95
2024-08-07,P045,13.0,823.2
2024-10-13,P036,6.0,2924.73
2024-07-18,P081,14.0,6308.44
2024-01-25,P027,3.0,1356.89
2024-03-24,P087,10.0,2425.46
2024-12-24,P055,17.0,7544.63
2024-10-21,P098,6.0,1100.24
2024-12-25,P054,3.0,1192.66
2024-11-25,P048,17.0,2694.91
2024-10-21,P051,5.0,2292.92
2024-03-12,P058,4.0,1384.62
2024-04-11,P083,13.0,5728.14
2024-07-26,P091,17.0,3011.25
2024-11-29,P027,11.0,2161.94
2024-08-24,P007,3.0,835.93
2024-07-21,P056,4.0,1902.17
2024-08-20,P063,14.0,2816.15
2024-04-13,P071,15.0,4546.7
2024-10-08,P028,11.0,4148.25
2024-03-29,P026,20.0,1882.56
2024-04-15,P099,13.0,5859.85
2024-03-13,P021,6.0,1993.97
2024-11-10,P019,2.0,422.91
2024-05-20,P050,1.0,383.89
2024-01-13,P087,19.0,7372.73
2024-09-12,P056,1.0,253.11
2024-11-04,P073,6.0,493.44
2024-07-14,P084,1.0,93.51
2024-01-13,P034,15.0,3458.36
2024-02-27,P004,13.0,5571.69
2024-07-27,P024,5.0,727.48
2024-07-22,P050,8.0,1393.7
2024-10-24,P031,19.0,4897.16
2024-09-21,P082,19.0,1388.15
2024-02-27,P016,12.0,3951.49
2024-07-17,P080,4.0,963.3
2024-08-19,P084,13.0,5860.34
2024-05-10,P087,15.0,6712.45
2024-08-09,P087,11.0,2777.12
2024-08-22,P023,4.0,990.81
2024-10-25,P080,4.0,174.84
2024-02-28,P035,2.0,858.26
2024-04-04,P018,9.0,4256.03
2024-12-11,P067,12.0,457.89
2024-10-11,P083,17.0,5768.18
2024-06-08,P047,5.0,809.21
2024-05-12,P004,7.0,1217.91
2024-06-28,P053,4.0,1018.32
2024-09-12,P053,20.0,2580.69
2024-05-21,P014,1.0,97.14
2024-06-21,P012,4.0,1467.05
2024-03-08,P021,7.0,1824.09
2024-06-29,P096,9.0,1033.49
2024-06-13,P031,18.0,1368.16
2024-03-10,P037,8.0,2406.51
2024-04-28,P073,11.0,4879.14
2024-08-21,P062,12.0,2421.7
2024-03-19,P091,9.0,3067.53
2024-04-04,P010,9.0,2595.21
2024-10-02,P078,2.0,770.46
2024-03-15,P086,11.0,2711.72
2024-10-07,P095,15.0,3813.56
2024-11-21,P064,20.0,4907.72
2024-07-14,P038,10.0,3728.59
2024-03-10,P059,18.0,8090.44
2024-05-01,P034,16.0,5076.41
2024-10-30,P014,1.0,165.38
2024-12-11,P002,8.0,1190.54
2024-04-07,P069,6.0,1911.97
2024-04-01,P058,9.0,4176.07
2024-11-14,P073,1.0,363.28
2024-02-06,P093,5.0,584.36
2024-10-23,P045,1.0,125.63
2024-01-13,P011,6.0,2583.28
2024-01-26,P003,13.0,2483.9
2024-06-01,P049,3.0,1295.2
2024-05-21,P083,20.0,7897.6
2024-11-02,P026,17.0,3286.93
2024-04-18,P079,19.0,1929.2
2024-05-20,P094,5.0,134.0
2024-07-10,P037,10.0,4696.8
2024-10-19,P007,3.0,1386.71
2024-08-04,P042,16.0,2175.85
2024-07-12,P005,8.0,1610.94
2024-07-04,P092,5.0,1665.52
2024-01-20,P060,7.0,2643.78
2024-08-22,P065,6.0,800.66
2024-10-07,P060,15.0,1017.92
2024-01-04,P023,16.0,3172.15
2024-05-09,P025,3.0,444.5
2024-01-17,P082,6.0,1240.68
2024-05-11,P070,11.0,3479.59
2024-07-10,P022,6.0,1934.29
2024-03-18,P072,15.0,5460.55
2024-06-14,P054,13.0,4253.05
2024-08-20,P068,1.0,366.24
2024-07-25,P096,6.0,2565.96
2024-08-27,P012,19.0,6550.07
2024-11-29,P085,9.0,1718.91
2024-08-06,P008,1.0,189.75
2024-01-03,P072,11.0,2995.69
2024-05-10,P095,7.0,3429.39
2024-04-20,P089,13.0,5953.06
2024-12-03,P033,9.0,3992.23
2024-01-03,P056,7.0,1206.54
2024-08-26,P002,19.0,2740.31
2024-07-01,P035,13.0,6473.1
2024-12-10,P055,20.0,8228.0
2024-08-05,P077,16.0,3469.55
2024-09-23,P089,18.0,1003.27
2024-05-19,P024,16.0,2728.19
2024-06-04,P016,6.0,668.65
2024-06-14,P065,13.0,5760.01
2024-08-11,P021,2.0,798.65
2024-03-25,P073,10.0,4188.53
2024-10-20,P034,3.0,347.96
2024-01-10,P004,1.0,194.74
2024-06-20,P015,10.0,2258.66
2024-12-12,P014,3.0,1437.06
2024-11-30,P095,2.0,357.32
2024-11-24,P087,3.0,848.31
2024-12-05,P068,10.0,1439.01
2024-11-18,P063,1.0,31.21
2024-04-22,P045,18.0,5552.04
2024-12-10,P065,16.0,5314.99
2024-10-22,P098,12.0,5177.62
2024-12-30,P050,3.0,806.83
2024-12-02,P055,10.0,4576.43
2024-04-30,P042,1.0,182.71
2024-09-11,P037,17.0,5605.71
2024-05-31,P031,8.0,3244.62
2024-06-02,P038,7.0,1038.27
2024-03-05,P081,8.0,3716.75
2024-07-13,P032,13.0,558.77
2024-08-18,P054,12.0,3544.11
2024-10-19,P050,19.0,5777.49
2024-05-15,P006,13.0,3617.72
2024-06-02,P006,10.0,439.21
2024-01-28,P044,8.0,1965.47
2024-12-20,P077,14.0,2074.54
2024-10-28,P072,4.0,1154.29
2024-02-26,P041,10.0,2234.99
2024-03-23,P050,6.0,2292.9
2024-06-07,P018,1.0,130.39
2024-06-04,P022,16.0,3357.38
2024-09-19,P086,4.0,1547.04
2024-10-01,P058,18.0,8270.17
2024-04-17,P020,2.0,541.35
2024-10-13,P060,17.0,4953.59
2024-05-19,P063,17.0,2080.49
2024-11-29,P015,7.0,3175.96
2024-07-30,P031,6.0,1966.92
2024-11-23,P009,14.0,2067.26
2024-04-17,P055,7.0,1556.48
2024-06-12,P093,2.0,181.69
2024-02-07,P098,20.0,6165.77
2024-01-09,P061,4.0,213.04
2024-07-19,P089,17.0,3342.39
2024-01-04,P040,10.0,4874.18
2024-10-02,P027,1.0,499.43
2024-02-17,P021,19.0,3458.59
2024-02-13,P074,17.0,7315.21
2024-09-08,P023,15.0,1693.02
2024-05-16,P028,16.0,1318.25
2024-02-26,P054,11.0,3429.75
2024-12-16,P089,5.0,1379.12
2024-07-29,P030,16.0,6361.85
2024-07-25,P035,9.0,702.95
2024-11-08,P098,7.0,1270.23
